test_id,gene_id,gene,locus,sample_1,sample_2,status,value_1,value_2,log2(fold_change),test_stat,p_value,q_value,significant
AT1G29520,AT1G29520,AT1G29520,1:10323654-10324743,control,hy5,OK,7.27056,3.96968,-0.873045,-0.713304,0.31605,0.47151,no
AT1G29530,AT1G29530,AT1G29530,1:10324744-10326735,control,hy5,NOTEST,2.56182,1.99684,-0.359449,0,1,1,no
AT1G29540,AT1G29540,AT1G29540,1:10327370-10328105,control,hy5,NOTEST,0,2.12577,inf,0,1,1,no
AT1G29560,AT1G29560,AT1G29560,1:10330513-10335694,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G29570,AT1G29570,AT1G29570,1:10335909-10337854,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G29580,AT1G29580,AT1G29580,1:10338442-10339146,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G29590,AT1G29590,eIF4E3,1:10339936-10342848,control,hy5,NOTEST,0,3.13181,inf,0,1,1,no
AT1G29600,AT1G29600,AT1G29600,1:10344045-10346243,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G29620,AT1G29620,AT1G29620,1:10347362-10349017,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G29630,AT1G29630,AT1G29630,1:10349426-10353736,control,hy5,NOTEST,0.608632,1.07316,0.818221,0,1,1,no
AT1G29640,AT1G29640,AT1G29640,1:10355702-10356482,control,hy5,NOTEST,2.04287,1.85056,-0.142639,0,1,1,no
AT1G29650,AT1G29650,AT1G29650,1:10357605-10363195,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G29660,AT1G29660,AT1G29660,1:10371838-10373766,control,hy5,OK,24.6177,22.1056,-0.155282,-0.470987,0.59175,0.714344,no
AT1G29670,AT1G29670,AT1G29670,1:10375762-10378961,control,hy5,OK,38.3338,21.0714,-0.863332,-2.59646,0.004,0.0288448,yes
AT1G29680,AT1G29680,AT1G29680,1:10375762-10378961,control,hy5,NOTEST,0,0.824606,inf,0,1,1,no
AT1G29690,AT1G29690,CAD1,1:10379019-10382123,control,hy5,NOTEST,1.54609,1.01947,-0.6008,0,1,1,no
AT1G29700,AT1G29700,AT1G29700,1:10384980-10387441,control,hy5,OK,3.49214,9.70531,1.47466,1.8473,0.08,0.213529,no
AT1G29710,AT1G29710,AT1G29710,1:10387672-10389100,control,hy5,NOTEST,1.03162,0.836448,-0.30256,0,1,1,no
AT1G29715,AT1G29715,AT1G29715,1:10389293-10392668,control,hy5,NOTEST,0,0.571255,inf,0,1,1,no
AT1G29720,AT1G29720,AT1G29720,1:10393796-10399873,control,hy5,NOTEST,0,0.544725,inf,0,1,1,no
AT1G29730,AT1G29730,AT1G29730,1:10400563-10405874,control,hy5,NOTEST,0,0.599761,inf,0,1,1,no
AT1G29740,AT1G29740,AT1G29740,1:10407378-10412997,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G29750,AT1G29750,RKF1,1:10413880-10420524,control,hy5,NOTEST,0.503865,0.311599,-0.693347,0,1,1,no
AT1G29760,AT1G29760,AT1G29760,1:10422330-10424327,control,hy5,NOTEST,1.53784,2.06257,0.423542,0,1,1,no
AT1G29770,AT1G29770,AT1G29770,1:10424575-10425801,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G29780,AT1G29780,AT1G29780,1:10426949-10429133,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G29785,AT1G29785,AT1G29785,1:10426949-10429133,control,hy5,OK,12.2775,11.2519,-0.12585,-0.105885,0.879,0.923143,no
AT1G29790,AT1G29790,AT1G29790,1:10429975-10432034,control,hy5,OK,5.33185,3.48789,-0.612281,-0.534782,0.3846,0.536286,no
AT1G29800,AT1G29800,AT1G29800,1:10432600-10437506,control,hy5,NOTEST,1.89546,2.27411,0.262756,0,1,1,no
AT1G29810,AT1G29810,AT1G29810,1:10432600-10437506,control,hy5,NOTEST,2.76952,0.774637,-1.83805,0,1,1,no
AT1G29820,AT1G29820,AT1G29820,1:10437656-10440786,control,hy5,NOTEST,0.569462,1.09628,0.944947,0,1,1,no
AT1G29830,AT1G29830,AT1G29830,1:10441052-10447553,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G29840,AT1G29840,AT1G29840,1:10441052-10447553,control,hy5,NOTEST,0,0.977453,inf,0,1,1,no
AT1G29850,AT1G29850,AT1G29850,1:10447753-10449946,control,hy5,OK,28.6646,54.2894,0.9214,2.03273,0.0056,0.0373855,yes
AT1G29860,AT1G29860,WRKY71,1:10454481-10455785,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G29870,AT1G29870,AT1G29870,1:10456901-10458782,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G29880,AT1G29880,AT1G29880,1:10459477-10462801,control,hy5,OK,5.74894,10.7819,0.907241,1.93684,0.0206,0.0921985,no
AT1G29890,"AT1G29890,CUFF",AT1G29890,1:10463402-10467170,control,hy5,NOTEST,0.00916759,0.0134463,0.552596,0,1,1,no
AT1G29900,AT1G29900,CARB,1:10468053-10472211,control,hy5,OK,9.92405,11.154,0.168567,0.55009,0.49305,0.63115,no
AT1G29910,AT1G29910,CAB3,1:10472279-10473299,control,hy5,OK,2230.67,598.65,-1.89769,-34.077,5.00E-05,0.000721121,yes
AT1G29920,AT1G29920,AB165,1:10474783-10479048,control,hy5,OK,1548.29,371.534,-2.05911,-24.5897,5.00E-05,0.000721121,yes
AT1G29930,AT1G29930,CAB1,1:10474783-10479048,control,hy5,OK,7363.35,2757.83,-1.41683,-18.3897,5.00E-05,0.000721121,yes
AT1G29940,AT1G29940,NRPA2,1:10479120-10486819,control,hy5,NOTEST,0.37822,1.66165,2.13532,0,1,1,no
AT1G29950,"AT1G29950,CUFF","AT1G29950,CPuORF34",1:10491697-10494598,control,hy5,OK,7.11139,0.000109568,-15.986,-0.00228167,0.24795,0.410086,no
AT1G29951,"AT1G29951,AT1G29952","CPuORF34,CPuORF35",1:10491697-10494598,control,hy5,NOTEST,0.00059201,0.00130596,1.14142,0,1,1,no
AT1G29952,AT1G29952,CPuORF34,1:10491697-10494598,control,hy5,NOTEST,0.000137644,0.000234535,0.768857,0,1,1,no
AT1G29960,AT1G29960,AT1G29960,1:10494706-10496170,control,hy5,NOTEST,1.63706,3.84756,1.23284,0,1,1,no
AT1G29962,AT1G29962,AGL64,1:10496729-10497287,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G29965,AT1G29965,AT1G29965,1:10498309-10501452,control,hy5,OK,10.1515,12.7978,0.334205,0.455182,0.5792,0.703705,no
AT1G29970,AT1G29970,RPL18AA,1:10498309-10501452,control,hy5,OK,12.7153,11.2086,-0.181964,-0.222293,0.72815,0.818569,no
AT1G29980,AT1G29980,AT1G29980,1:10503277-10506117,control,hy5,OK,5.07447,3.55555,-0.513183,-0.492078,0.47165,0.613299,no
AT1G29990,AT1G29990,PFD6,1:10507592-10509098,control,hy5,OK,8.61762,13.5605,0.654044,0.926422,0.41255,0.561318,no
AT1G30000,AT1G30000,MNS3,1:10509210-10512468,control,hy5,NOTEST,1.95283,2.05567,0.0740409,0,1,1,no
AT1G30010,AT1G30010,AT1G30010,1:10513193-10516385,control,hy5,NOTEST,0.650288,0,#NAME?,0,1,1,no
AT1G30016,AT1G30016,AT1G30016,1:10521119-10521215,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G30020,AT1G30020,AT1G30020,1:10513193-10516385,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G30030,AT1G30030,AT1G30030,1:10531830-10534842,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G30040,AT1G30040,GA2OX2,1:10537647-10539831,control,hy5,NOTEST,0.477227,0,#NAME?,0,1,1,no
AT1G30050,AT1G30050,AT1G30050,1:10543021-10544591,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G30060,AT1G30060,AT1G30060,1:10545086-10545906,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G30070,AT1G30070,AT1G30070,1:10546590-10548151,control,hy5,NOTEST,2.96527,3.62744,0.290789,0,1,1,no
AT1G30080,AT1G30080,AT1G30080,1:10550946-10553215,control,hy5,NOTEST,0,0.970868,inf,0,1,1,no
AT1G30090,AT1G30090,AT1G30090,1:10559560-10561423,control,hy5,OK,9.47146,7.04822,-0.426327,-0.883489,0.4541,0.597538,no
AT1G30100,AT1G30100,NCED5,1:10571339-10573365,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G30110,AT1G30110,NUDX25,1:10581734-10584080,control,hy5,NOTEST,2.86943,3.54091,0.303355,0,1,1,no
AT1G30120,AT1G30120,PDH-E1 BETA,1:10584159-10586635,control,hy5,OK,15.7614,12.969,-0.281335,-0.645273,0.3758,0.52771,no
AT1G30130,AT1G30130,AT1G30130,1:10587601-10589760,control,hy5,OK,16.355,10.3256,-0.6635,-1.02259,0.1289,0.277793,no
AT1G30135,AT1G30135,JAZ8,1:10596491-10597239,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G30140,AT1G30140,AT1G30140,1:10598626-10599696,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G30150,AT1G30150,AT1G30150,1:10602177-10605159,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G30160,AT1G30160,AT1G30160,1:10606209-10607810,control,hy5,NOTEST,0,0.389743,inf,0,1,1,no
AT1G30170,AT1G30170,AT1G30170,1:10607887-10609618,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G30180,AT1G30180,AT1G30180,1:10610684-10614013,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G30190,AT1G30190,AT1G30190,1:10618965-10619802,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G30200,AT1G30200,AT1G30200,1:10625028-10627105,control,hy5,OK,10.9592,4.24226,-1.36924,-1.78899,0.0356,0.129139,no
AT1G30210,AT1G30210,TCP24,1:10627184-10630610,control,hy5,OK,3.64919,8.33061,1.19084,1.34376,0.0704,0.195452,no
AT1G30220,AT1G30220,ATINT2,1:10632820-10635471,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G30230,AT1G30230,AT1G30230,1:10638910-10640782,control,hy5,OK,116.621,81.3174,-0.520188,-2.11064,0.00565,0.0376292,yes
AT1G30240,AT1G30240,AT1G30240,1:10641098-10645935,control,hy5,NOTEST,0.578212,0.213302,-1.4387,0,1,1,no
AT1G30250,AT1G30250,AT1G30250,1:10646986-10647511,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G30260,AT1G30260,AT1G30260,1:10651050-10651728,control,hy5,NOTEST,3.77949,1.13008,-1.74177,0,1,1,no
AT1G30270,AT1G30270,CIPK23,1:10654856-10658897,control,hy5,OK,4.23549,6.41718,0.599409,1.0096,0.23305,0.398582,no
AT1G30280,AT1G30280,AT1G30280,1:10662662-10664763,control,hy5,NOTEST,0,0.628188,inf,0,1,1,no
AT1G30282,AT1G30282,AT1G30282,1:10662662-10664763,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G30290,AT1G30290,AT1G30290,1:10670319-10672740,control,hy5,NOTEST,0.214958,1.15623,2.42731,0,1,1,no
AT1G30300,AT1G30300,AT1G30300,1:10672997-10675368,control,hy5,NOTEST,0,2.4828,inf,0,1,1,no
AT1G30310,AT1G30310,AT1G30310,1:10675488-10675935,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G30320,AT1G30320,AT1G30320,1:10680245-10682954,control,hy5,NOTEST,0,0.701326,inf,0,1,1,no
AT1G30330,"AT1G30330,CUFF",ARF6,1:10685821-10690838,control,hy5,OK,4.33844,2.43912,-0.830813,-0.814538,0.2056,0.369224,no
AT1G30340,AT1G30340,AT1G30340,1:10696998-10701393,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G30350,AT1G30350,AT1G30350,1:10710078-10711664,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G30360,AT1G30360,ERD4,1:10715664-10718997,control,hy5,OK,29.6994,19.9743,-0.57229,-2.21623,0.00415,0.0296961,yes
AT1G30370,AT1G30370,AT1G30370,1:10719168-10720758,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G30380,AT1G30380,PSAK,1:10722196-10723247,control,hy5,OK,882.451,562.172,-0.650505,-8.1496,5.00E-05,0.000721121,yes
AT1G30390,AT1G30390,AT1G30390,1:10723453-10725016,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G30400,AT1G30400,ATMRP1,1:10727637-10738055,control,hy5,OK,4.13883,9.86475,1.25306,3.45188,5.00E-05,0.000721121,yes
AT1G30410,AT1G30410,ATMRP13,1:10738804-10747323,control,hy5,NOTEST,0.214925,1.69405,2.97857,0,1,1,no
AT1G30420,AT1G30420,ATMRP12,1:10748815-10756316,control,hy5,NOTEST,0.205272,0.234432,0.191627,0,1,1,no
AT1G30430,AT1G30430,AT1G30430,1:10756721-10756794,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G30440,AT1G30440,AT1G30440,1:10759474-10762394,control,hy5,OK,5.54938,6.7989,0.292973,0.475552,0.4299,0.576208,no
AT1G30450,AT1G30450,CCC1,1:10762738-10769532,control,hy5,NOTEST,1.44584,1.70194,0.235268,0,1,1,no
AT1G30455,AT1G30455,AT1G30455,1:10769721-10770775,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G30460,AT1G30460,ATCPSF30,1:10770812-10775402,control,hy5,NOTEST,4.14863,0.613842,-2.7567,0,1,1,no
AT1G30470,AT1G30470,AT1G30470,1:10779170-10786697,control,hy5,NOTEST,1.42369,3.62863,1.34979,0,1,1,no
AT1G30473,AT1G30473,AT1G30473,1:10786978-10792575,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G30475,"AT1G30475,CUFF",AT1G30475,1:10786978-10792575,control,hy5,NOTEST,5.46169,1.6544,-1.72304,0,1,1,no
AT1G30480,AT1G30480,DRT111,1:10786978-10792575,control,hy5,OK,3.02879,8.6131,1.50779,1.71869,0.0248,0.10275,no
AT1G30490,AT1G30490,PHV,1:10796134-10800961,control,hy5,NOTEST,0.290346,2.44496,3.07397,0,1,1,no
AT1G30500,AT1G30500,NF-YA7,1:10804449-10806319,control,hy5,NOTEST,3.21689,4.09905,0.349624,0,1,1,no
AT1G30510,AT1G30510,ATRFNR2,1:10806984-10809188,control,hy5,OK,7.53026,6.6891,-0.170887,-0.206113,0.70795,0.80424,no
AT1G30515,AT1G30515,AT1G30515,1:10809288-10809915,control,hy5,NOTEST,2.68693,3.47812,0.372349,0,1,1,no
AT1G30520,AT1G30520,AAE14,1:10810983-10813700,control,hy5,NOTEST,2.45546,3.69605,0.58999,0,1,1,no
AT1G30530,AT1G30530,UGT78D1,1:10814658-10816583,control,hy5,OK,9.16611,11.2211,0.291831,0.679316,0.4478,0.591854,no
AT1G30540,AT1G30540,AT1G30540,1:10816773-10819362,control,hy5,NOTEST,1.29376,3.77468,1.54479,0,1,1,no
AT1G30550,"AT1G30550,CUFF",AT1G30550,1:10819553-10823659,control,hy5,NOTEST,1.55908,0.0371517,-5.39112,0,1,1,no
AT1G30560,AT1G30560,AT1G30560,1:10824760-10826293,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G30570,AT1G30570,HERK2,1:10828932-10831482,control,hy5,NOTEST,4.51061,3.93897,-0.195504,0,1,1,no
AT1G30580,AT1G30580,AT1G30580,1:10831672-10835538,control,hy5,OK,21.1813,15.8928,-0.414418,-1.01131,0.11795,0.266951,no
AT1G30590,AT1G30590,AT1G30590,1:10835793-10840005,control,hy5,NOTEST,2.36052,2.20857,-0.0959894,0,1,1,no
AT1G30600,AT1G30600,AT1G30600,1:10841141-10845050,control,hy5,NOTEST,1.74388,2.55213,0.549403,0,1,1,no
AT1G30610,AT1G30610,EMB88,1:10846512-10850628,control,hy5,NOTEST,0.907503,3.12897,1.78571,0,1,1,no
AT1G30620,AT1G30620,MUR4,1:10854548-10858244,control,hy5,NOTEST,0,2.45356,inf,0,1,1,no
AT1G30630,AT1G30630,AT1G30630,1:10858297-10860261,control,hy5,OK,17.7473,27.9211,0.653759,1.65014,0.03,0.115645,no
AT1G30640,AT1G30640,AT1G30640,1:10860654-10864700,control,hy5,NOTEST,0,3.49434,inf,0,1,1,no
AT1G30650,AT1G30650,WRKY14,1:10868302-10871297,control,hy5,NOTEST,3.06891,3.02753,-0.0195843,0,1,1,no
AT1G30660,AT1G30660,AT1G30660,1:10876852-10879017,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G30670,AT1G30670,AT1G30670,1:10879172-10880188,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G30680,AT1G30680,AT1G30680,1:10881596-10886425,control,hy5,OK,2.18212,5.2878,1.27693,1.67596,0.0815,0.216003,no
AT1G30690,AT1G30690,AT1G30690,1:10887606-10890332,control,hy5,OK,6.68406,13.2082,0.982632,1.9137,0.01155,0.0627783,no
AT1G30700,AT1G30700,AT1G30700,1:10892569-10894572,control,hy5,NOTEST,2.60702,1.51878,-0.779486,0,1,1,no
AT1G30710,AT1G30710,AT1G30710,1:10895279-10897109,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G30720,AT1G30720,AT1G30720,1:10898171-10899912,control,hy5,NOTEST,0.624006,0.979697,0.650776,0,1,1,no
AT1G30730,AT1G30730,AT1G30730,1:10900853-10902534,control,hy5,NOTEST,0.716563,1.57029,1.13187,0,1,1,no
AT1G30740,AT1G30740,AT1G30740,1:10903028-10904630,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G30750,AT1G30750,AT1G30750,1:10904906-10905709,control,hy5,OK,10.9301,4.80567,-1.18549,-1.27201,0.114,0.261406,no
AT1G30755,AT1G30755,AT1G30755,1:10905816-10908892,control,hy5,NOTEST,0,3.24578,inf,0,1,1,no
AT1G30757,AT1G30757,AT1G30757,1:10909149-10909784,control,hy5,NOTEST,2.73486,0,#NAME?,0,1,1,no
AT1G30760,AT1G30760,AT1G30760,1:10918277-10920677,control,hy5,NOTEST,1.52184,1.67999,0.142632,0,1,1,no
AT1G30780,AT1G30780,AT1G30780,1:10923918-10926561,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G30784,AT1G30784,AT1G30784,1:10929535-10930090,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G30790,AT1G30790,AT1G30790,1:10932712-10934066,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G30795,AT1G30795,AT1G30795,1:10935752-10936348,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G30800,AT1G30800,AT1G30800,1:10936764-10942292,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G30810,"AT1G30810,CUFF",AT1G30810,1:10936764-10942292,control,hy5,NOTEST,0.472637,1.11401,1.23695,0,1,1,no
AT1G30814,AT1G30814,AT1G30814,1:10942647-10944727,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G30820,AT1G30820,AT1G30820,1:10944912-10949458,control,hy5,OK,3.75989,7.29032,0.955293,1.65863,0.0759,0.206204,no
AT1G30825,AT1G30825,ARPC2A,1:10960940-10963182,control,hy5,NOTEST,0,2.00231,inf,0,1,1,no
AT1G30830,AT1G30830,AT1G30830,1:10963572-10963646,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G30835,AT1G30835,SADHU1-2,1:10966906-10968878,control,hy5,OK,0,4.77214,inf,nan,0.0001,0.00136238,yes
AT1G30840,AT1G30840,ATPUP4,1:10974444-10976298,control,hy5,OK,6.48037,3.90675,-0.730107,-0.716323,0.23765,0.403567,no
AT1G30845,AT1G30845,AT1G30845,1:10979645-10980688,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G30850,AT1G30850,RSH4,1:10985077-10986295,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G30860,AT1G30860,AT1G30860,1:10986522-10989504,control,hy5,NOTEST,0,0.221759,inf,0,1,1,no
AT1G30870,AT1G30870,AT1G30870,1:10991484-10993023,control,hy5,OK,17.2506,5.52993,-1.64131,-2.37452,0.0131,0.0679365,no
AT1G30880,AT1G30880,AT1G30880,1:10993194-10994125,control,hy5,OK,16.7663,15.7364,-0.0914566,-0.146513,0.8725,0.918392,no
AT1G30890,AT1G30890,AT1G30890,1:10994320-10996134,control,hy5,OK,13.1213,2.39513,-2.45373,-1.58917,0.0586,0.17315,no
AT1G30900,AT1G30900,VSR3,1:10997274-11000543,control,hy5,NOTEST,0.899516,2.14629,1.25462,0,1,1,no
AT1G30910,AT1G30910,AT1G30910,1:11000882-11002936,control,hy5,NOTEST,2.63833,3.21104,0.283414,0,1,1,no
AT1G30920,AT1G30920,AT1G30920,1:11004241-11005444,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G30921,AT1G30921,AT1G30921,1:11007111-11008238,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G30925,AT1G30925,AT1G30925,1:11009887-11011792,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G30930,AT1G30930,AT1G30930,1:11014782-11015913,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G30935,AT1G30935,AT1G30935,1:11017435-11018990,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G30940,AT1G30940,AT1G30940,1:11021983-11023320,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G30945,AT1G30945,AT1G30945,1:11026337-11026784,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G30950,AT1G30950,UFO,1:11036179-11037508,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G30960,AT1G30960,AT1G30960,1:11037611-11040033,control,hy5,NOTEST,0,2.14821,inf,0,1,1,no
AT1G30970,AT1G30970,SUF4,1:11040280-11043751,control,hy5,OK,3.65305,4.52077,0.307465,0.316286,0.61945,0.736141,no
AT1G30972,AT1G30972,AT1G30972,1:11044630-11045466,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G30974,AT1G30974,AT1G30974,1:11046968-11047816,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G30975,AT1G30975,AT1G30975,1:11048255-11048552,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G30980,AT1G30980,AT1G30980,1:11049582-11050729,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G30990,AT1G30990,AT1G30990,1:11052129-11053063,control,hy5,NOTEST,1.5353,0,#NAME?,0,1,1,no
AT1G31000,AT1G31000,AT1G31000,1:11053376-11054561,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G31010,AT1G31010,OSB4,1:11054730-11056921,control,hy5,NOTEST,0.382069,0,#NAME?,0,1,1,no
AT1G31020,AT1G31020,ATO2,1:11057104-11058867,control,hy5,OK,6.70934,5.62042,-0.255493,-0.277961,0.8312,0.89118,no
AT1G31030,AT1G31030,AT1G31030,1:11064582-11067201,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G31040,AT1G31040,AT1G31040,1:11069792-11072291,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G31050,AT1G31050,AT1G31050,1:11075626-11079240,control,hy5,NOTEST,0,0.325579,inf,0,1,1,no
AT1G31070,AT1G31070,GlcNAc1pUT1,1:11084858-11088563,control,hy5,OK,2.09707,12.0229,2.51934,2.32718,0.00635,0.041081,yes
AT1G31072,AT1G31072,AT1G31072,1:11089490-11089925,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G31080,AT1G31080,AT1G31080,1:11091831-11092899,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G31090,AT1G31090,AT1G31090,1:11094406-11095649,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G31093,AT1G31093,AT1G31093,1:11096083-11096599,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G31100,AT1G31100,AT1G31100,1:11097033-11100418,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G31110,AT1G31110,AT1G31110,1:11104112-11104186,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G31120,AT1G31120,KUP10,1:11104300-11107763,control,hy5,NOTEST,2.13793,1.43171,-0.578476,0,1,1,no
AT1G31130,AT1G31130,AT1G31130,1:11114700-11116195,control,hy5,OK,37.6285,8.36952,-2.16861,-5.4811,0.00125,0.0114778,yes
AT1G31140,AT1G31140,AGL63,1:11117992-11119785,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G31150,AT1G31150,AT1G31150,1:11120096-11122587,control,hy5,NOTEST,1.05778,2.59154,1.29278,0,1,1,no
AT1G31160,AT1G31160,HINT 2,1:11122657-11124155,control,hy5,OK,8.10853,5.29266,-0.615448,-0.682796,0.38705,0.538625,no
AT1G31163,AT1G31163,AT1G31163,1:11128731-11130239,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G31166,AT1G31166,AT1G31166,1:11130615-11130981,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G31170,"AT1G31170,CUFF",ATSRX,1:11133409-11134844,control,hy5,OK,30.9862,21.2346,-0.545209,-0.716189,0.2798,0.435687,no
AT1G31173,AT1G31173,MIR167D,1:11137364-11138969,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G31175,AT1G31175,AT1G31175,1:11140548-11142630,control,hy5,NOTEST,0.286154,0.807235,1.4962,0,1,1,no
AT1G31180,AT1G31180,IPMDH1,1:11142713-11144633,control,hy5,OK,4.67655,10.7932,1.20661,1.66898,0.06905,0.192727,no
AT1G31190,AT1G31190,IMPL1,1:11144771-11147678,control,hy5,OK,6.452,9.09562,0.495426,0.681339,0.3691,0.521541,no
AT1G31200,AT1G31200,ATPP2-A9,1:11144771-11147678,control,hy5,OK,0,7.34002,inf,nan,0.1539,0.309242,no
AT1G31210,AT1G31210,AT1G31210,1:11148253-11152501,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G31220,AT1G31220,AT1G31220,1:11156801-11163274,control,hy5,NOTEST,0,3.65588,inf,0,1,1,no
AT1G31230,AT1G31230,AK-HSDH I,1:11156801-11163274,control,hy5,OK,2.20574,5.83513,1.4035,2.01878,0.0156,0.0767612,no
AT1G31240,AT1G31240,AT1G31240,1:11163857-11164928,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G31245,AT1G31245,AT1G31245,1:11165704-11165830,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G31250,AT1G31250,AT1G31250,1:11166556-11167547,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G31258,AT1G31258,AT1G31258,1:11171224-11171835,control,hy5,OK,0,158.062,inf,nan,0.0102,0.0575729,no
AT1G31260,AT1G31260,ZIP10,1:11175558-11177362,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G31270,AT1G31270,AT1G31270,1:11178348-11178658,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G31274,AT1G31274,AT1G31274,1:11179997-11180462,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G31280,AT1G31280,AGO2,1:11181710-11185344,control,hy5,NOTEST,1.08855,1.98191,0.864492,0,1,1,no
AT1G31290,AT1G31290,AGO3,1:11188292-11192317,control,hy5,NOTEST,0.402224,0,#NAME?,0,1,1,no
AT1G31300,AT1G31300,AT1G31300,1:11193634-11196312,control,hy5,OK,8.4084,7.45562,-0.173502,-0.226722,0.73435,0.822555,no
AT1G31310,AT1G31310,AT1G31310,1:11198352-11200141,control,hy5,NOTEST,0,1.60883,inf,0,1,1,no
AT1G31319,AT1G31319,AT1G31319,1:11211806-11211914,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G31320,AT1G31320,LBD4,1:11213016-11214382,control,hy5,NOTEST,1.32933,0.710092,-0.904624,0,1,1,no
AT1G31330,AT1G31330,PSAF,1:11214823-11216037,control,hy5,OK,1289.63,893.369,-0.529634,-9.08969,5.00E-05,0.000721121,yes
AT1G31335,AT1G31335,AT1G31335,1:11216913-11217393,control,hy5,OK,10.288,8.93861,-0.202841,-0.261693,0.83915,0.895831,no
