test_id,gene_id,gene,locus,sample_1,sample_2,status,value_1,value_2,log2(fold_change),test_stat,p_value,q_value,significant
AT3G11430,AT3G11430,ATGPAT5,3:3595764-3597952,control,hy5,NOTEST,1.36366,0.622096,-1.13227,0,1,1,no
AT3G11435,AT3G11435,MIR172C,3:3599775-3599908,control,hy5,NOTEST,0,0,0,0,1,1,no
AT3G11440,AT3G11440,ATMYB65,3:3602092-3605104,control,hy5,NOTEST,0.276949,0.62266,1.16883,0,1,1,no
AT3G11450,AT3G11450,AT3G11450,3:3605216-3608086,control,hy5,NOTEST,0.526158,3.13287,2.57392,0,1,1,no
AT3G11460,AT3G11460,AT3G11460,3:3608249-3610121,control,hy5,NOTEST,0,0.32167,inf,0,1,1,no
AT3G11470,AT3G11470,AT3G11470,3:3610146-3612370,control,hy5,NOTEST,1.44932,0.564915,-1.35927,0,1,1,no
AT3G11480,AT3G11480,ATBSMT1,3:3614436-3617314,control,hy5,NOTEST,0,0,0,0,1,1,no
AT3G11490,AT3G11490,AT3G11490,3:3617522-3619567,control,hy5,OK,5.95834,6.31217,0.0832248,0.121092,0.9196,0.945888,no
AT3G11500,AT3G11500,AT3G11500,3:3621408-3622606,control,hy5,OK,22.5714,0,#NAME?,nan,5.00E-05,0.000721121,yes
AT3G11505,AT3G11505,AT3G11505,3:3622691-3622763,control,hy5,NOTEST,0,0,0,0,1,1,no
AT3G11510,AT3G11510,AT3G11510,3:3623456-3624940,control,hy5,OK,310.836,117.361,-1.40519,-10.1913,5.00E-05,0.000721121,yes
AT3G11520,AT3G11520,CYCB1,3:3625323-3627273,control,hy5,NOTEST,0.782743,1.58968,1.02213,0,1,1,no
AT3G11530,AT3G11530,AT3G11530,3:3628593-3630536,control,hy5,OK,21.886,6.05969,-1.85269,-2.02548,0.02865,0.112674,no
AT3G11540,AT3G11540,SPY,3:3631886-3637955,control,hy5,NOTEST,1.60541,3.27848,1.03009,0,1,1,no
AT3G11550,AT3G11550,AT3G11550,3:3638194-3639197,control,hy5,NOTEST,2.40962,0.860281,-1.48593,0,1,1,no
AT3G11560,AT3G11560,AT3G11560,3:3639434-3647542,control,hy5,OK,3.18077,12.6362,1.99011,3.15658,0.00035,0.00386757,yes
AT3G11570,AT3G11570,TBL8,3:3639434-3647542,control,hy5,NOTEST,1.80396,3.6358,1.0111,0,1,1,no
AT3G11580,AT3G11580,AT3G11580,3:3648923-3651332,control,hy5,NOTEST,2.32622,0.594508,-1.96822,0,1,1,no
AT3G11590,AT3G11590,AT3G11590,3:3660376-3663986,control,hy5,NOTEST,1.17762,3.58618,1.60657,0,1,1,no
AT3G11591,AT3G11591,AT3G11591,3:3660376-3663986,control,hy5,OK,4.76617,0,#NAME?,nan,0.22155,0.386607,no
AT3G11600,AT3G11600,AT3G11600,3:3667228-3667979,control,hy5,OK,7.3889,2.9387,-1.33018,-1.02944,0.29595,0.451814,no
AT3G11620,AT3G11620,AT3G11620,3:3669318-3672034,control,hy5,NOTEST,0.90389,2.75042,1.60543,0,1,1,no
AT3G11630,AT3G11630,AT3G11630,3:3672119-3674075,control,hy5,OK,170.208,124.205,-0.45457,-2.88473,0.00115,0.0107845,yes
AT3G11640,AT3G11640,AT3G11640,3:3674498-3675198,control,hy5,NOTEST,0,0,0,0,1,1,no
AT3G11650,AT3G11650,NHL2,3:3676145-3677037,control,hy5,NOTEST,3.31624,0,#NAME?,0,1,1,no
AT3G11660,AT3G11660,NHL1,3:3678834-3679943,control,hy5,OK,37.3149,13.7681,-1.43843,-3.57577,0.0004,0.00435677,yes
AT3G11670,AT3G11670,DGD1,3:3680892-3684558,control,hy5,OK,3.72421,5.0291,0.433367,0.612383,0.39745,0.547631,no
AT3G11673,AT3G11673,AT3G11673,3:3685291-3685647,control,hy5,NOTEST,0,0,0,0,1,1,no
AT3G11680,AT3G11680,AT3G11680,3:3686994-3689329,control,hy5,NOTEST,0,0,0,0,1,1,no
AT3G11690,AT3G11690,AT3G11690,3:3694987-3696478,control,hy5,OK,6.70701,4.41311,-0.603873,-0.817508,0.38065,0.532286,no
AT3G11700,AT3G11700,FLA18,3:3698838-3701493,control,hy5,OK,11.8569,9.86365,-0.265532,-0.630767,0.43855,0.583939,no
AT3G11710,AT3G11710,ATKRS-1,3:3702168-3705714,control,hy5,OK,6.42054,18.1139,1.49633,3.45568,0.00015,0.00190402,yes
AT3G11720,"AT3G11720,CUFF",AT3G11720,3:3705864-3708721,control,hy5,NOTEST,0.630748,0.85836,0.444521,0,1,1,no
AT3G11730,AT3G11730,ATFP8,3:3709324-3711529,control,hy5,OK,6.66882,13.7451,1.04342,1.46774,0.1468,0.299654,no
AT3G11740,AT3G11740,AT3G11740,3:3712378-3713446,control,hy5,NOTEST,0,0,0,0,1,1,no
AT3G11745,AT3G11745,AT3G11745,3:3713759-3714579,control,hy5,NOTEST,0,1.51624,inf,0,1,1,no
AT3G11750,AT3G11750,FOLB1,3:3715070-3715904,control,hy5,NOTEST,1.35019,6.61702,2.29302,0,1,1,no
AT3G11760,AT3G11760,AT3G11760,3:3718415-3721251,control,hy5,NOTEST,0.222066,0.902788,2.0234,0,1,1,no
AT3G11770,AT3G11770,AT3G11770,3:3721323-3722658,control,hy5,OK,10.659,9.41249,-0.179427,-0.248284,0.7852,0.859937,no
AT3G11773,AT3G11773,AT3G11773,3:3722891-3723733,control,hy5,NOTEST,0,0,0,0,1,1,no
AT3G11780,AT3G11780,AT3G11780,3:3724133-3725593,control,hy5,OK,17.9588,18.6294,0.0528882,0.0668811,0.9354,0.949475,no
AT3G11800,AT3G11800,AT3G11800,3:3726107-3727729,control,hy5,OK,18.8699,9.87621,-0.934058,-1.76493,0.09545,0.234835,no
AT3G11810,AT3G11810,AT3G11810,3:3727795-3729031,control,hy5,OK,37.4408,21.3004,-0.81373,-2.83674,0.0181,0.0848216,no
AT3G11820,AT3G11820,PEN1,3:3729304-3731149,control,hy5,OK,4.18136,4.7791,0.192766,0.195594,0.7582,0.840491,no
AT3G11825,AT3G11825,AT3G11825,3:3731761-3732064,control,hy5,NOTEST,0,0,0,0,1,1,no
AT3G11830,AT3G11830,AT3G11830,3:3732627-3736377,control,hy5,OK,30.4625,25.715,-0.244425,-0.822015,0.2531,0.412304,no
AT3G11840,AT3G11840,PUB24,3:3736399-3738257,control,hy5,NOTEST,0.405739,0.384847,-0.076265,0,1,1,no
AT3G11850,AT3G11850,AT3G11850,3:3738896-3741714,control,hy5,NOTEST,0.268894,2.2848,3.08696,0,1,1,no
AT3G11860,AT3G11860,AT3G11860,3:3744815-3746850,control,hy5,NOTEST,0,0,0,0,1,1,no
AT3G11870,AT3G11870,AT3G11870,3:3746997-3749093,control,hy5,NOTEST,0,0,0,0,1,1,no
AT3G11880,AT3G11880,AT3G11880,3:3751659-3754060,control,hy5,NOTEST,1.43853,2.95731,1.03969,0,1,1,no
AT3G11890,AT3G11890,AT3G11890,3:3755541-3757775,control,hy5,NOTEST,1.46282,1.81322,0.3098,0,1,1,no
AT3G11900,AT3G11900,ANT1,3:3758451-3760378,control,hy5,OK,5.78092,2.61093,-1.14673,-1.42455,0.2396,0.405145,no
AT3G11910,AT3G11910,UBP13,3:3761387-3770563,control,hy5,OK,3.67092,5.47941,0.577881,1.00884,0.1486,0.301855,no
AT3G11920,AT3G11920,AT3G11920,3:3772310-3774887,control,hy5,NOTEST,0,0,0,0,1,1,no
AT3G11930,AT3G11930,AT3G11930,3:3776236-3777694,control,hy5,OK,232.911,156.253,-0.575893,-3.36581,5.00E-05,0.000721121,yes
AT3G11940,AT3G11940,RPS5A,3:3777894-3779506,control,hy5,OK,94.7556,86.9142,-0.124619,-0.506063,0.48995,0.629173,no
AT3G11945,AT3G11945,ATHST,3:3779838-3782954,control,hy5,OK,9.78838,9.80547,0.0025156,0.00379502,0.9873,0.987772,no
AT3G11950,AT3G11950,AT3G11950,3:3783110-3785660,control,hy5,NOTEST,0,0,0,0,1,1,no
AT3G11960,"AT3G11960,CUFF",AT3G11960,3:3786385-3793657,control,hy5,NOTEST,1.0359,2.5391,1.29343,0,1,1,no
AT3G11964,AT3G11964,AT3G11964,3:3793956-3806626,control,hy5,NOTEST,0.438855,0.903015,1.04101,0,1,1,no
AT3G11970,AT3G11970,AT3G11970,3:3807726-3812227,control,hy5,NOTEST,0,0,0,0,1,1,no
AT3G11980,AT3G11980,FAR2,3:3814235-3817117,control,hy5,NOTEST,0,0,0,0,1,1,no
AT3G11990,AT3G11990,AT3G11990,3:3817293-3817946,control,hy5,NOTEST,0,0,0,0,1,1,no
AT3G12000,AT3G12000,AT3G12000,3:3818261-3819620,control,hy5,NOTEST,0,0,0,0,1,1,no
AT3G12010,AT3G12010,CPuORF20,3:3820351-3825765,control,hy5,NOTEST,1.42907,4.17676,1.54731,0,1,1,no
AT3G12020,AT3G12020,AT3G12020,3:3826147-3834318,control,hy5,NOTEST,0.456901,4.62567,3.33971,0,1,1,no
AT3G12030,AT3G12030,AT3G12030,3:3834360-3835075,control,hy5,NOTEST,1.40605,5.01301,1.83403,0,1,1,no
AT3G12040,AT3G12040,AT3G12040,3:3835128-3836833,control,hy5,NOTEST,1.24278,0,#NAME?,0,1,1,no
AT3G12050,AT3G12050,AT3G12050,3:3839101-3841466,control,hy5,OK,14.37,23.9964,0.739754,1.58984,0.0275,0.109856,no
AT3G12060,AT3G12060,TBL1,3:3843141-3845150,control,hy5,NOTEST,0,0,0,0,1,1,no
AT3G12070,AT3G12070,AtRGTB2,3:3845210-3847562,control,hy5,NOTEST,0,0,0,0,1,1,no
AT3G12080,AT3G12080,emb2738,3:3847791-3852138,control,hy5,OK,6.20523,8.98245,0.533624,0.936056,0.22175,0.386607,no
AT3G12090,AT3G12090,TET6,3:3852144-3853720,control,hy5,NOTEST,3.78514,1.65326,-1.19503,0,1,1,no
AT3G12100,AT3G12100,AT3G12100,3:3854514-3857319,control,hy5,OK,0.89317,4.60303,2.36558,1.3475,0.05365,0.165847,no
AT3G12110,AT3G12110,ACT11,3:3857842-3859798,control,hy5,NOTEST,4.49145,2.55047,-0.816419,0,1,1,no
AT3G12120,AT3G12120,FAD2,3:3860284-3863050,control,hy5,OK,270.863,132.701,-1.02938,-7.60853,5.00E-05,0.000721121,yes
AT3G12130,AT3G12130,AT3G12130,3:3864151-3866596,control,hy5,OK,7.84272,7.43116,-0.0777677,-0.117431,0.91805,0.945284,no
AT3G12140,"AT3G12140,CUFF",AT3G12140,3:3868587-3871728,control,hy5,NOTEST,0.666274,3.55771,2.41676,0,1,1,no
AT3G12143,AT3G12143,AT3G12143,3:3872313-3873608,control,hy5,NOTEST,0,0,0,0,1,1,no
AT3G12145,AT3G12145,FLR1,3:3874498-3876237,control,hy5,OK,8.05708,3.02149,-1.415,-1.68809,0.08115,0.21543,no
AT3G12150,AT3G12150,AT3G12150,3:3876406-3878900,control,hy5,OK,4.99644,6.42685,0.363211,0.537834,0.53575,0.668489,no
AT3G12160,AT3G12160,ATRABA4D,3:3879494-3880437,control,hy5,NOTEST,0,0,0,0,1,1,no
AT3G12170,AT3G12170,AT3G12170,3:3880999-3882804,control,hy5,NOTEST,0,2.01555,inf,0,1,1,no
AT3G12180,AT3G12180,AT3G12180,3:3883361-3884805,control,hy5,OK,5.96384,3.11936,-0.934992,-0.707477,0.3657,0.518313,no
AT3G12190,AT3G12190,AT3G12190,3:3886182-3891000,control,hy5,NOTEST,0,0,0,0,1,1,no
AT3G12200,AT3G12200,Nek7,3:3886182-3891000,control,hy5,NOTEST,1.87914,0.887813,-1.08175,0,1,1,no
AT3G12203,AT3G12203,scpl17,3:3891356-3893981,control,hy5,NOTEST,0,0,0,0,1,1,no
AT3G12210,AT3G12210,AT3G12210,3:3894777-3896066,control,hy5,OK,4.30736,4.10013,-0.0711349,-0.0508867,0.89795,0.935632,no
AT3G12220,AT3G12220,scpl16,3:3896530-3899019,control,hy5,NOTEST,0,0,0,0,1,1,no
AT3G12230,AT3G12230,scpl14,3:3899430-3901879,control,hy5,NOTEST,0,0,0,0,1,1,no
AT3G12240,AT3G12240,SCPL15,3:3902435-3904918,control,hy5,NOTEST,0.430285,0,#NAME?,0,1,1,no
AT3G12250,"AT3G12250,CUFF",TGA6,3:3905513-3910420,control,hy5,NOTEST,0.349791,1.36403,1.96331,0,1,1,no
AT3G12260,AT3G12260,AT3G12260,3:3905513-3910420,control,hy5,OK,48.3493,29.368,-0.719251,-1.4464,0.0641,0.18319,no
AT3G12270,AT3G12270,ATPRMT3,3:3910632-3913329,control,hy5,NOTEST,2.03143,1.80118,-0.173548,0,1,1,no
AT3G12280,AT3G12280,ATRBR1,3:3913411-3919170,control,hy5,NOTEST,1.95984,3.83333,0.967867,0,1,1,no
AT3G12290,AT3G12290,AT3G12290,3:3919501-3921519,control,hy5,OK,19.6378,32.4078,0.722706,2.14516,0.02395,0.100725,no
AT3G12300,AT3G12300,AT3G12300,3:3921527-3923155,control,hy5,NOTEST,4.93149,4.66939,-0.0787902,0,1,1,no
AT3G12320,AT3G12320,AT3G12320,3:3923734-3925465,control,hy5,OK,7.0893,5.16836,-0.455936,-0.640067,0.5993,0.720486,no
AT3G12340,AT3G12340,AT3G12340,3:3925525-3929405,control,hy5,NOTEST,1.18213,0.346365,-1.77103,0,1,1,no
AT3G12345,AT3G12345,AT3G12345,3:3930179-3930992,control,hy5,OK,101.01,46.6017,-1.11605,-4.28764,5.00E-05,0.000721121,yes
AT3G12350,AT3G12350,AT3G12350,3:3931554-3933356,control,hy5,OK,19.4498,6.66434,-1.54522,-2.25719,0.01505,0.0750258,no
AT3G12360,AT3G12360,ITN1,3:3934077-3936694,control,hy5,OK,4.9578,3.68845,-0.426684,-0.538885,0.3571,0.510258,no
AT3G12370,AT3G12370,AT3G12370,3:3937189-3938094,control,hy5,OK,10.9206,11.6341,0.0913007,0.171927,0.91365,0.943541,no
AT3G12380,AT3G12380,ARP5,3:3938275-3941900,control,hy5,NOTEST,0.199766,3.70281,4.21224,0,1,1,no
AT3G12385,AT3G12385,AT3G12385,3:3942005-3942077,control,hy5,NOTEST,0,0,0,0,1,1,no
AT3G12390,AT3G12390,AT3G12390,3:3942256-3943809,control,hy5,OK,30.0316,38.8882,0.372848,1.07089,0.19335,0.355779,no
AT3G12400,AT3G12400,ELC,3:3944295-3945851,control,hy5,OK,6.29103,6.91591,0.136623,0.225601,0.82305,0.88562,no
AT3G12410,AT3G12410,AT3G12410,3:3946035-3946960,control,hy5,NOTEST,0,0,0,0,1,1,no
AT3G12420,AT3G12420,AT3G12420,3:3948013-3948882,control,hy5,NOTEST,0,0,0,0,1,1,no
AT3G12430,AT3G12430,AT3G12430,3:3949579-3950377,control,hy5,NOTEST,0,0,0,0,1,1,no
AT3G12440,AT3G12440,AT3G12440,3:3951198-3952260,control,hy5,NOTEST,0,0,0,0,1,1,no
AT3G12450,AT3G12450,AT3G12450,3:3953307-3953997,control,hy5,NOTEST,0,0,0,0,1,1,no
AT3G12460,AT3G12460,AT3G12460,3:3954694-3955423,control,hy5,NOTEST,0,0,0,0,1,1,no
AT3G12470,AT3G12470,AT3G12470,3:3956056-3956827,control,hy5,NOTEST,0,1.49392,inf,0,1,1,no
AT3G12480,AT3G12480,NF-YC11,3:3957776-3961915,control,hy5,OK,2.47692,5.70572,1.20386,1.01143,0.20855,0.372681,no
AT3G12490,AT3G12490,CYSB,3:3957776-3961915,control,hy5,OK,29.9415,33.1243,0.145743,0.290864,0.65405,0.761312,no
AT3G12500,AT3G12500,ATHCHIB,3:3962381-3964222,control,hy5,NOTEST,3.42763,3.17813,-0.109033,0,1,1,no
AT3G12502,AT3G12502,AT3G12502,3:3962381-3964222,control,hy5,OK,9.25588,0,#NAME?,nan,0.1282,0.277033,no
AT3G12510,AT3G12510,AT3G12510,3:3967094-3971927,control,hy5,NOTEST,2.85943,6.71054,1.2307,0,1,1,no
AT3G12520,AT3G12520,SULTR4,3:3967094-3971927,control,hy5,NOTEST,0.884145,1.93872,1.13275,0,1,1,no
AT3G12530,AT3G12530,PSF2,3:3972345-3974195,control,hy5,NOTEST,0,0,0,0,1,1,no
AT3G12540,AT3G12540,AT3G12540,3:3975245-3977312,control,hy5,NOTEST,0.723399,0.38903,-0.894911,0,1,1,no
AT3G12545,AT3G12545,AT3G12545,3:3977549-3981762,control,hy5,NOTEST,0,0,0,0,1,1,no
AT3G12550,AT3G12550,AT3G12550,3:3977549-3981762,control,hy5,NOTEST,0,1.07608,inf,0,1,1,no
AT3G12560,AT3G12560,ATTBP2,3:3981982-3985550,control,hy5,NOTEST,2.41788,4.06484,0.749456,0,1,1,no
AT3G12570,AT3G12570,FYD,3:3988669-3991079,control,hy5,OK,4.86323,3.64918,-0.414345,-0.356983,0.4337,0.579444,no
AT3G12580,AT3G12580,HSP70,3:3991260-3993792,control,hy5,OK,4.14664,1.23512,-1.74729,-1.42324,0.03935,0.136923,no
AT3G12585,AT3G12585,AT3G12585,3:3994365-3995538,control,hy5,NOTEST,0,0,0,0,1,1,no
AT3G12587,AT3G12587,AT3G12587,3:3994365-3995538,control,hy5,OK,88.4818,46.0476,-0.942257,-1.535,0.0322,0.12144,no
AT3G12590,AT3G12590,AT3G12590,3:3995721-4003657,control,hy5,NOTEST,0.116204,1.33462,3.52169,0,1,1,no
AT3G12600,AT3G12600,NUDT16,3:4004511-4006198,control,hy5,OK,16.4617,22.7478,0.466617,0.803851,0.28255,0.438666,no
AT3G12610,AT3G12610,DRT100,3:4006398-4007807,control,hy5,OK,30.9398,16.8559,-0.876211,-2.73127,0.0089,0.0525025,no
AT3G12620,AT3G12620,AT3G12620,3:4009274-4011399,control,hy5,OK,6.65257,4.90553,-0.439504,-0.551294,0.45265,0.596474,no
AT3G12630,AT3G12630,AT3G12630,3:4012607-4013583,control,hy5,OK,57.0745,26.8653,-1.0871,-3.67671,0.00135,0.0121558,yes
AT3G12640,AT3G12640,AT3G12640,3:4014212-4018631,control,hy5,NOTEST,0.616288,1.02571,0.734952,0,1,1,no
AT3G12650,AT3G12650,AT3G12650,3:4014212-4018631,control,hy5,OK,15.4216,8.34743,-0.885548,-0.968488,0.29255,0.448448,no
AT3G12660,AT3G12660,FLA14,3:4019059-4019827,control,hy5,NOTEST,0,0,0,0,1,1,no
AT3G12670,AT3G12670,emb2742,3:4020119-4024268,control,hy5,NOTEST,2.78921,1.98305,-0.492133,0,1,1,no
AT3G12690,AT3G12690,AGC1.5,3:4030446-4033332,control,hy5,NOTEST,0,0.544881,inf,0,1,1,no
AT3G12700,AT3G12700,AT3G12700,3:4037069-4039142,control,hy5,OK,4.20194,3.77555,-0.154369,-0.147322,0.805,0.872483,no
AT3G12710,AT3G12710,AT3G12710,3:4040323-4041982,control,hy5,OK,12.7451,8.85045,-0.526125,-1.01865,0.27485,0.43087,no
AT3G12720,AT3G12720,ATY53,3:4043309-4044609,control,hy5,NOTEST,0.609768,0,#NAME?,0,1,1,no
AT3G12730,AT3G12730,AT3G12730,3:4047071-4048614,control,hy5,NOTEST,0.515402,2.17681,2.07845,0,1,1,no
AT3G12740,AT3G12740,ALIS1,3:4049514-4053201,control,hy5,OK,8.33286,7.97234,-0.0638087,-0.113381,0.90405,0.939064,no
AT3G12750,AT3G12750,ZIP1,3:4049514-4053201,control,hy5,NOTEST,0,1.13123,inf,0,1,1,no
AT3G12760,AT3G12760,AT3G12760,3:4054738-4056980,control,hy5,OK,20.2094,12.881,-0.649788,-1.43851,0.0958,0.23535,no
AT3G12770,AT3G12770,MEF22,3:4057011-4059214,control,hy5,NOTEST,0.564775,0.279912,-1.0127,0,1,1,no
AT3G12775,AT3G12775,AT3G12775,3:4059771-4060944,control,hy5,NOTEST,0,0,0,0,1,1,no
AT3G12810,AT3G12810,PIE1,3:4065041-4074078,control,hy5,NOTEST,0.205575,1.3379,2.70224,0,1,1,no
AT3G12820,AT3G12820,AtMYB10,3:4074157-4075614,control,hy5,NOTEST,1.39451,0,#NAME?,0,1,1,no
AT3G12830,AT3G12830,AT3G12830,3:4078650-4079608,control,hy5,NOTEST,0,1.77713,inf,0,1,1,no
AT3G12835,AT3G12835,AT3G12835,3:4083264-4083369,control,hy5,NOTEST,0,0,0,0,1,1,no
AT3G12840,AT3G12840,AT3G12840,3:4085804-4086083,control,hy5,NOTEST,4.32618,0,#NAME?,0,1,1,no
AT3G12850,AT3G12850,AT3G12850,3:4088373-4090303,control,hy5,NOTEST,0,0,0,0,1,1,no
AT3G12860,AT3G12860,AT3G12860,3:4091569-4093921,control,hy5,NOTEST,0.339334,0.764216,1.17127,0,1,1,no
AT3G12870,AT3G12870,AT3G12870,3:4094416-4095037,control,hy5,NOTEST,5.60345,1.28415,-2.12551,0,1,1,no
AT3G12880,AT3G12880,AT3G12880,3:4095534-4096236,control,hy5,NOTEST,0,0,0,0,1,1,no
AT3G12890,AT3G12890,ASML2,3:4099198-4100473,control,hy5,NOTEST,0,0.694885,inf,0,1,1,no
AT3G12900,AT3G12900,AT3G12900,3:4104575-4106112,control,hy5,NOTEST,0,0,0,0,1,1,no
AT3G12910,AT3G12910,AT3G12910,3:4109374-4110648,control,hy5,NOTEST,0,0,0,0,1,1,no
AT3G12915,AT3G12915,AT3G12915,3:4112628-4115951,control,hy5,NOTEST,0,0.997708,inf,0,1,1,no
AT3G12920,AT3G12920,AT3G12920,3:4121882-4123508,control,hy5,OK,5.84476,4.65081,-0.329662,-0.438431,0.61935,0.736127,no
AT3G12930,AT3G12930,AT3G12930,3:4128406-4129956,control,hy5,OK,9.87019,12.6317,0.355894,0.636181,0.52265,0.65734,no
AT3G12940,AT3G12940,AT3G12940,3:4130006-4132467,control,hy5,NOTEST,0.73653,2.81462,1.93412,0,1,1,no
AT3G12950,AT3G12950,AT3G12950,3:4132527-4135134,control,hy5,NOTEST,1.33228,3.3868,1.34603,0,1,1,no
AT3G12955,AT3G12955,AT3G12955,3:4135499-4136143,control,hy5,NOTEST,0,0,0,0,1,1,no
AT3G12960,AT3G12960,AT3G12960,3:4136487-4136828,control,hy5,NOTEST,0,0,0,0,1,1,no
AT3G12965,AT3G12965,AT3G12965,3:4136960-4137674,control,hy5,OK,534.984,207.724,-1.36483,-10.559,5.00E-05,0.000721121,yes
AT3G12970,AT3G12970,AT3G12970,3:4141050-4142548,control,hy5,NOTEST,0.320797,0,#NAME?,0,1,1,no
AT3G12977,AT3G12977,AT3G12977,3:4143725-4145967,control,hy5,NOTEST,0.560874,1.82984,1.70597,0,1,1,no
AT3G12980,AT3G12980,HAC5,3:4146498-4154895,control,hy5,NOTEST,0.237449,0.860221,1.85709,0,1,1,no
AT3G12981,AT3G12981,AT3G12981,3:4154904-4156051,control,hy5,NOTEST,0,0,0,0,1,1,no
AT3G12990,AT3G12990,RRP45a,3:4156185-4157964,control,hy5,OK,1.04504,7.67744,2.87706,0.993675,0.2507,0.411636,no
AT3G13000,AT3G13000,AT3G13000,3:4157966-4162065,control,hy5,NOTEST,0.220874,2.87246,3.70099,0,1,1,no
AT3G13010,AT3G13010,AT3G13010,3:4162930-4164733,control,hy5,NOTEST,0,0,0,0,1,1,no
AT3G13020,AT3G13020,AT3G13020,3:4166994-4168917,control,hy5,NOTEST,0,0,0,0,1,1,no
AT3G13030,AT3G13030,AT3G13030,3:4169540-4172051,control,hy5,NOTEST,0.568758,4.44471,2.9662,0,1,1,no
AT3G13040,AT3G13040,AT3G13040,3:4172141-4175248,control,hy5,OK,4.36566,4.39191,0.0086513,0.00908988,0.9573,0.962709,no
AT3G13050,AT3G13050,AT3G13050,3:4176510-4179066,control,hy5,NOTEST,1.78467,1.606,-0.152185,0,1,1,no
AT3G13060,AT3G13060,ECT5,3:4180572-4183975,control,hy5,NOTEST,2.7281,2.8811,0.0787245,0,1,1,no
AT3G13061,AT3G13061,AT3G13061,3:4180572-4183975,control,hy5,OK,6.84285,22.9617,1.74656,1.48026,0.04025,0.139014,no
AT3G13062,"AT3G13062,CUFF","AT3G13062,SRF4",3:4184568-4191298,control,hy5,OK,6.73078,13.0222,0.95213,1.67476,0.02235,0.0965192,no
AT3G13070,AT3G13070,AT3G13070,3:4191350-4195112,control,hy5,OK,3.37195,7.68103,1.18772,1.90277,0.04215,0.143269,no
AT3G13080,AT3G13080,ATMRP3,3:4195785-4201265,control,hy5,NOTEST,1.59684,3.83058,1.26234,0,1,1,no
AT3G13090,AT3G13090,ATMRP8,3:4203012-4208171,control,hy5,NOTEST,0,0.127891,inf,0,1,1,no
AT3G13100,AT3G13100,MRP7,3:4208734-4214173,control,hy5,NOTEST,0,0.358666,inf,0,1,1,no
AT3G13110,AT3G13110,SAT-A,3:4214616-4216302,control,hy5,OK,52.3657,28.4956,-0.877882,-3.68632,0.0001,0.00136238,yes
AT3G13120,AT3G13120,AT3G13120,3:4219774-4221666,control,hy5,OK,78.9227,61.3211,-0.364056,-1.17596,0.07415,0.202701,no
AT3G13130,AT3G13130,AT3G13130,3:4222913-4223752,control,hy5,NOTEST,0,0,0,0,1,1,no
AT3G13140,AT3G13140,AT3G13140,3:4226653-4227377,control,hy5,NOTEST,0,0,0,0,1,1,no
AT3G13150,AT3G13150,AT3G13150,3:4227739-4229651,control,hy5,NOTEST,0.853511,0.400977,-1.08989,0,1,1,no
AT3G13160,AT3G13160,AT3G13160,3:4229970-4231286,control,hy5,NOTEST,0.742886,2.36951,1.67338,0,1,1,no
AT3G13170,AT3G13170,ATSPO11-1,3:4231559-4234192,control,hy5,NOTEST,0.538087,0,#NAME?,0,1,1,no
AT3G13175,AT3G13175,AT3G13175,3:4235125-4235724,control,hy5,NOTEST,4.56714,4.06641,-0.167536,0,1,1,no
AT3G13180,AT3G13180,AT3G13180,3:4236016-4240011,control,hy5,NOTEST,2.16994,4.66352,1.10377,0,1,1,no
AT3G13190,AT3G13190,AT3G13190,3:4240171-4241961,control,hy5,NOTEST,0.925251,1.45109,0.649221,0,1,1,no
AT3G13200,AT3G13200,EMB2769,3:4242124-4244145,control,hy5,OK,6.69015,23.7072,1.82522,2.91697,0.0231,0.0985372,no
AT3G13205,AT3G13205,AT3G13205,3:4244281-4244686,control,hy5,NOTEST,0,0,0,0,1,1,no
AT3G13210,AT3G13210,AT3G13210,3:4244920-4247846,control,hy5,NOTEST,0.525552,0,#NAME?,0,1,1,no
AT3G13220,AT3G13220,WBC27,3:4247967-4250703,control,hy5,NOTEST,0,0,0,0,1,1,no
AT3G13222,AT3G13222,GIP1,3:4251013-4254267,control,hy5,NOTEST,2.47855,1.86797,-0.408021,0,1,1,no
AT3G13223,AT3G13223,AT3G13223,3:4254527-4254608,control,hy5,NOTEST,0,0,0,0,1,1,no
AT3G13224,AT3G13224,AT3G13224,3:4254742-4257409,control,hy5,NOTEST,1.25256,2.50253,0.998512,0,1,1,no
AT3G13225,AT3G13225,AT3G13225,3:4258769-4262911,control,hy5,NOTEST,0.319054,1.58447,2.31213,0,1,1,no
AT3G13226,AT3G13226,AT3G13226,3:4264294-4266362,control,hy5,NOTEST,0.870739,2.01145,1.20793,0,1,1,no
AT3G13227,AT3G13227,AT3G13227,3:4258005-4258505,control,hy5,NOTEST,0,0,0,0,1,1,no
AT3G13228,AT3G13228,AT3G13228,3:4266963-4268251,control,hy5,NOTEST,0,0,0,0,1,1,no
AT3G13229,AT3G13229,AT3G13229,3:4268443-4269691,control,hy5,NOTEST,0,0,0,0,1,1,no
AT3G13230,AT3G13230,AT3G13230,3:4269977-4271204,control,hy5,NOTEST,4.63436,5.57131,0.265647,0,1,1,no
AT3G13235,"AT3G13235,CUFF",AT3G13235,3:4271211-4274455,control,hy5,NOTEST,2.74638,2.25605,-0.28373,0,1,1,no
AT3G13240,AT3G13240,AT3G13240,3:4275759-4276240,control,hy5,NOTEST,0,0,0,0,1,1,no
